Rk,Player,Nation,Pos,Squad,Age,Born,90s?,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1,George Baldock,eng ENG,DF,Sheffield Utd,26,1993,38,2,13,5,38.5,0.34,0.13,0.15,0.4,16.9,0,0,0,0.9,0.9,0.07,1.1,1.1
2,Conor Coady,eng ENG,DF,Wolves,26,1993,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
3,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,38,5,30,14,46.7,0.79,0.37,0.17,0.36,11.3,0,0,0,2.9,2.9,0.1,2.1,2.1
4,Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
5,Ben Foster,eng ENG,GK,Watford,36,1983,38,0,1,1,100,0.03,0.03,0,0,9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
6,David de Gea,es ESP,GK,Manchester Utd,28,1990,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
7,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,1,32,8,25,0.84,0.21,0.03,0.13,11.7,0,0,0,2,2,0.06,-1,-1
8,Rui Patrício,pt POR,GK,Wolves,31,1988,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
9,Jordan Pickford,eng ENG,GK,Everton,25,1994,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
10,Nick Pope,eng ENG,GK,Burnley,27,1992,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
11,Declan Rice,eng ENG,MF,West Ham,20,1999,38,1,30,9,30,0.79,0.24,0.03,0.11,22.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1
12,Mathew Ryan,au AUS,GK,Brighton,27,1992,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
13,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,38,0,1,0,0,0.03,0,0,,59,1,0,0,0,0,0.04,0,0
14,James Tarkowski,eng ENG,DF,Burnley,26,1992,38,2,20,4,20,0.53,0.11,0.1,0.5,8.2,0,0,0,2.4,2.4,0.12,-0.4,-0.4
15,James Ward-Prowse,eng ENG,"MF,DF",Southampton,24,1994,38,5,54,23,42.6,1.42,0.61,0.07,0.17,23.1,24,1,3,7.1,4.6,0.09,-2.1,-0.6
16,Jonny Evans,nir NIR,DF,Leicester City,31,1988,37.6,1,24,10,41.7,0.64,0.27,0.04,0.1,7.7,0,0,0,2.6,2.6,0.11,-1.6,-1.6
17,Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,37.2,2,22,4,18.2,0.59,0.11,0.09,0.5,18.3,0,0,0,1.2,1.2,0.05,0.8,0.8
18,Dwight McNeil,eng ENG,MF,Burnley,19,1999,37.1,2,48,14,29.2,1.29,0.38,0.04,0.14,23.5,10,0,0,2.1,2.1,0.04,-0.1,-0.1
19,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
20,Wilfried Zaha,ci CIV,"MF,FW",Crystal Palace,26,1992,36.4,4,61,17,27.9,1.67,0.47,0.07,0.24,15.8,0,0,0,5.3,5.3,0.09,-1.3,-1.3
21,Max Aarons,eng ENG,DF,Norwich City,19,2000,36,0,14,4,28.6,0.39,0.11,0,0,17.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
22,Chris Basham,eng ENG,DF,Sheffield Utd,31,1988,36,0,6,0,0,0.17,0,0,,12.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
23,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36,0,1,0,0,0.03,0,0,,7.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
24,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,36,17,114,39,34.2,3.17,1.08,0.11,0.33,15.1,0,4,4,14.7,11.7,0.1,2.3,1.3
25,Tim Krul,nl NED,GK,Norwich City,31,1988,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
26,César Azpilicueta,es ESP,DF,Chelsea,29,1989,35.9,2,29,6,20.7,0.81,0.17,0.07,0.33,13.2,0,0,0,2.7,2.7,0.09,-0.7,-0.7
27,Lewis Dunk,eng ENG,DF,Brighton,27,1991,35.9,3,30,10,33.3,0.84,0.28,0.1,0.3,11,5,0,0,4,4,0.13,-1,-1
28,Jack Grealish,eng ENG,"FW,MF",Aston Villa,23,1995,35.9,8,72,22,30.6,2,0.61,0.11,0.36,18,1,0,1,6.5,5.7,0.08,1.5,2.3
29,John Egan,ie IRL,DF,Sheffield Utd,26,1992,35.4,2,28,5,17.9,0.79,0.14,0.07,0.4,8.8,0,0,0,2.3,2.3,0.08,-0.3,-0.3
30,Trent Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,12,0,0,2.8,2.8,0.06,1.2,1.2
31,Abdoulaye Doucouré,fr FRA,MF,Watford,26,1993,35.1,4,62,12,19.4,1.77,0.34,0.06,0.33,16.7,0,0,0,5.3,5.3,0.09,-1.3,-1.3
32,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,27,1991,35,9,56,24,42.9,1.6,0.69,0.16,0.38,14.7,0,0,0,6.5,6.5,0.12,2.5,2.5
33,Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
34,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,2,13,3,23.1,0.37,0.09,0.15,0.67,19.3,2,0,0,1.2,1.2,0.09,0.8,0.8
35,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,30,1989,34.8,22,90,40,44.4,2.58,1.15,0.22,0.5,15.3,2,2,2,15.8,14.3,0.16,6.2,5.7
36,Andrew Robertson,sct SCO,DF,Liverpool,25,1994,34.6,2,20,6,30,0.58,0.17,0.1,0.33,17.7,0,0,0,1.6,1.6,0.08,0.4,0.4
37,João Moutinho,pt POR,MF,Wolves,32,1986,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,23.7,4,0,0,0.8,0.8,0.04,0.2,0.2
38,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,34.4,1,6,1,16.7,0.17,0.03,0.17,1,10.8,0,0,0,0.4,0.4,0.07,0.6,0.6
39,James McArthur,sct SCO,MF,Crystal Palace,31,1987,34.3,0,29,6,20.7,0.84,0.17,0,0,17.9,0,0,0,2.5,2.5,0.08,-2.5,-2.5
40,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,1,16,5,31.3,0.47,0.15,0,0,27.2,4,1,1,1.4,0.7,0.04,-0.4,-0.7
41,Ederson,br BRA,GK,Manchester City,25,1993,34.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
42,Richarlison,br BRA,FW,Everton,22,1997,34.1,13,91,31,34.1,2.67,0.91,0.14,0.42,14,0,0,0,9.1,9.1,0.1,3.9,3.9
43,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,34.1,0,9,1,11.1,0.26,0.03,0,0,17.3,0,0,0,0.9,0.9,0.1,-0.9,-0.9
44,Jan Bednarek,pl POL,DF,Southampton,23,1996,34,1,7,1,14.3,0.21,0.03,0.14,1,7.4,0,0,0,0.8,0.8,0.12,0.2,0.2
45,Rúben Neves,pt POR,MF,Wolves,22,1997,34,2,62,10,16.1,1.83,0.29,0.03,0.2,27,7,0,0,1.6,1.6,0.03,0.4,0.4
46,Lucas Digne,fr FRA,DF,Everton,26,1993,33.7,0,29,5,17.2,0.86,0.15,0,0,24.3,13,0,0,1.4,1.4,0.05,-1.4,-1.4
47,Ça?lar Söyüncü,tr TUR,DF,Leicester City,23,1996,33.7,1,20,7,35,0.59,0.21,0.05,0.14,9,0,0,0,2.3,2.3,0.11,-1.3,-1.3
48,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,33.7,23,87,38,43.7,2.58,1.13,0.22,0.5,12.4,0,4,5,20.3,16.5,0.2,2.7,2.5
49,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,25,1994,33.6,4,55,17,30.9,1.64,0.51,0.07,0.24,15.7,0,0,0,6.3,6.3,0.12,-2.3,-2.3
50,Roberto Firmino,br BRA,FW,Liverpool,27,1991,33.2,9,100,37,37,3.01,1.11,0.09,0.24,13.3,0,0,0,13.5,13.5,0.13,-4.5,-4.5
51,Kepa Arrizabalaga,es ESP,GK,Chelsea,24,1994,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
52,Kenny McLean,sct SCO,MF,Norwich City,27,1992,33,1,30,10,33.3,0.91,0.3,0.03,0.1,20.7,2,0,0,1.5,1.5,0.05,-0.5,-0.5
53,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,32.9,2,16,5,31.3,0.49,0.15,0.13,0.4,11.2,0,0,0,1.1,1.1,0.07,0.9,0.9
54,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,32.6,4,36,15,41.7,1.1,0.46,0.11,0.27,15.1,0,0,0,3.1,3.1,0.09,0.9,0.9
55,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,32.4,0,16,2,12.5,0.49,0.06,0,0,9.2,0,0,0,1.2,1.2,0.08,-1.2,-1.2
56,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,32.3,8,54,22,40.7,1.67,0.68,0.15,0.36,11.2,0,0,0,10,10,0.19,-2,-2
57,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,32.2,2,9,4,44.4,0.28,0.12,0.22,0.5,9,0,0,0,1.1,1.1,0.12,0.9,0.9
58,Jonny Castro,es ESP,DF,Wolves,25,1994,32.1,2,17,5,29.4,0.53,0.16,0.12,0.4,17.9,0,0,0,1.3,1.3,0.08,0.7,0.7
59,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,32.1,11,80,32,40,2.49,1,0.11,0.28,15,0,2,2,12.1,10.6,0.13,-1.1,-1.6
60,Dan Burn,eng ENG,DF,Brighton,27,1992,32,0,13,0,0,0.41,0,0,,11.6,0,0,0,1.2,1.2,0.1,-1.2,-1.2
61,Ben Mee,eng ENG,DF,Burnley,29,1989,32,1,18,5,27.8,0.56,0.16,0.06,0.2,7.6,0,0,0,1.7,1.7,0.1,-0.7,-0.7
62,Mohamed Salah,eg EGY,FW,Liverpool,27,1992,32,19,130,56,43.1,4.07,1.75,0.12,0.29,14.8,4,3,3,19.4,17.2,0.13,-0.4,-1.2
63,Mason Mount,eng ENG,"MF,FW",Chelsea,20,1999,31.9,7,78,29,37.2,2.45,0.91,0.09,0.24,20.3,12,0,0,7.2,7.2,0.09,-0.2,-0.2
64,Matt Doherty,ie IRL,DF,Wolves,27,1992,31.5,4,34,15,44.1,1.08,0.48,0.12,0.27,10.9,0,0,0,5.2,5.2,0.15,-1.2,-1.2
65,Davy Pröpper,nl NED,MF,Brighton,27,1991,31.4,1,31,8,25.8,0.99,0.25,0.03,0.13,20.3,0,0,0,1.3,1.3,0.04,-0.3,-0.3
66,Youri Tielemans,be BEL,MF,Leicester City,22,1997,31.4,3,54,13,24.1,1.72,0.41,0.06,0.23,22.6,0,0,0,3.3,3.3,0.06,-0.3,-0.3
67,Danny Ings,eng ENG,FW,Southampton,27,1992,31.2,22,90,35,38.9,2.89,1.12,0.23,0.6,13.5,0,1,2,16.7,15.2,0.17,5.3,5.8
68,David Luiz,br BRA,DF,Arsenal,32,1987,31.2,2,23,7,30.4,0.74,0.22,0.09,0.29,20.1,7,0,0,1.9,1.9,0.08,0.1,0.1
69,Leander Dendoncker,be BEL,"MF,DF",Wolves,24,1995,31.1,4,20,5,25,0.64,0.16,0.2,0.8,13.4,0,0,0,1.6,1.6,0.08,2.4,2.4
70,Kevin De Bruyne,be BEL,MF,Manchester City,28,1991,31,13,96,27,28.1,3.1,0.87,0.11,0.41,21.1,11,2,2,7.6,6.1,0.06,5.4,4.9
71,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31,2,14,4,28.6,0.45,0.13,0.14,0.5,9.8,0,0,0,1.4,1.4,0.1,0.6,0.6
72,Issa Diop,fr FRA,DF,West Ham,22,1997,30.7,3,15,6,40,0.49,0.2,0.2,0.5,7.7,0,0,0,1.6,1.6,0.11,1.4,1.4
73,Neal Maupay,fr FRA,FW,Brighton,22,1996,30.7,10,90,34,37.8,2.93,1.11,0.1,0.26,14.9,0,1,2,11.6,10.1,0.11,-1.6,-1.1
74,Nathan Redmond,eng ENG,"MF,FW",Southampton,25,1994,30.7,4,59,21,35.6,1.92,0.68,0.07,0.19,18.5,2,0,0,5,5,0.09,-1,-1
75,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,30.6,0,47,10,21.3,1.54,0.33,0,0,21.9,0,0,0,2.7,2.7,0.06,-2.7,-2.7
76,Ryan Bertrand,eng ENG,DF,Southampton,29,1989,30.5,1,19,4,21.1,0.62,0.13,0.05,0.25,19.7,1,0,0,1.7,1.7,0.09,-0.7,-0.7
77,Sadio Mané,sn SEN,FW,Liverpool,27,1992,30.5,18,76,36,47.4,2.49,1.18,0.24,0.5,13,0,0,0,13.8,13.8,0.19,4.2,4.2
78,Aaron Cresswell,eng ENG,DF,West Ham,29,1989,30.3,3,18,5,27.8,0.59,0.17,0.17,0.6,20.1,7,0,0,1.3,1.3,0.07,1.7,1.7
79,Romain Saïss,ma MAR,DF,Wolves,29,1990,30.1,2,23,8,34.8,0.77,0.27,0.09,0.25,12.5,1,0,0,2.7,2.7,0.12,-0.7,-0.7
80,Serge Aurier,ci CIV,DF,Tottenham,26,1992,30,1,13,4,30.8,0.43,0.13,0.08,0.25,18.7,0,0,0,0.6,0.6,0.04,0.4,0.4
81,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,30,1,30,2,6.7,1,0.07,0.03,0.5,23.3,0,0,0,1.2,1.2,0.04,-0.2,-0.2
82,Joelinton,br BRA,FW,Newcastle Utd,22,1996,29.8,2,52,15,28.8,1.74,0.5,0.04,0.13,13.8,0,0,0,4.8,4.8,0.09,-2.8,-2.8
83,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,2,27,2,7.4,0.91,0.07,0.07,1,17.8,0,0,0,1.9,1.9,0.07,0.1,0.1
84,Mark Noble,eng ENG,MF,West Ham,32,1987,29.7,4,14,3,21.4,0.47,0.1,0.07,0.33,24.7,0,3,3,2.8,0.5,0.04,1.2,0.5
85,Adam Webster,eng ENG,DF,Brighton,24,1995,29.6,3,16,7,43.8,0.54,0.24,0.19,0.43,13.2,0,0,0,1.1,1.1,0.07,1.9,1.9
86,Raheem Sterling,eng ENG,FW,Manchester City,24,1994,29.5,20,96,36,37.5,3.26,1.22,0.21,0.56,13.5,1,0,2,17.1,15.1,0.16,2.9,4.9
87,Ben Godfrey,eng ENG,DF,Norwich City,21,1998,29.4,0,15,5,33.3,0.51,0.17,0,0,17,0,0,0,0.8,0.8,0.05,-0.8,-0.8
88,Bernd Leno,de GER,GK,Arsenal,27,1992,29.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
89,Marcus Rashford,eng ENG,FW,Manchester Utd,21,1997,29.4,17,84,38,45.2,2.86,1.29,0.13,0.29,19.6,16,6,8,17.3,11.2,0.13,-0.3,-0.2
90,Dominic Calvert-Lewin,eng ENG,FW,Everton,22,1997,29.2,13,83,37,44.6,2.84,1.27,0.16,0.35,12.2,0,0,0,14.3,14.3,0.17,-1.3,-1.3
91,Étienne Capoue,fr FRA,MF,Watford,31,1988,29.2,0,19,1,5.3,0.65,0.03,0,0,26.6,2,0,0,0.8,0.8,0.04,-0.8,-0.8
92,James Maddison,eng ENG,MF,Leicester City,22,1996,29.2,6,74,18,24.3,2.54,0.62,0.08,0.33,20.9,14,0,0,4.9,4.9,0.07,1.1,1.1
93,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,17,79,38,48.1,2.71,1.3,0.22,0.45,16,0,0,1,10.9,10.1,0.13,6.1,6.9
94,Federico Fernández,ar ARG,DF,Newcastle Utd,30,1989,29.1,2,16,6,37.5,0.55,0.21,0.13,0.33,10.7,0,0,0,1.7,1.7,0.11,0.3,0.3
95,Jack Cork,eng ENG,MF,Burnley,30,1989,29,0,18,5,27.8,0.62,0.17,0,0,13.7,0,0,0,1.7,1.7,0.1,-1.7,-1.7
96,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,29,3,39,12,30.8,1.34,0.41,0.08,0.25,22.9,3,0,0,2.3,2.3,0.06,0.7,0.7
97,Adama Traoré,es ESP,"FW,MF",Wolves,23,1996,28.9,4,43,12,27.9,1.49,0.41,0.09,0.33,19.6,0,0,0,3.5,3.5,0.08,0.5,0.5
98,Willian,br BRA,FW,Chelsea,30,1988,28.9,9,67,26,38.8,2.32,0.9,0.07,0.19,19.6,8,4,4,7.1,4,0.06,1.9,1
99,Harry Kane,eng ENG,FW,Tottenham,26,1993,28.7,18,78,34,43.6,2.71,1.18,0.21,0.47,19.1,7,2,2,10.5,9,0.12,7.5,7
100,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,1,11,3,27.3,0.38,0.1,0.09,0.33,23.8,0,0,0,0.3,0.3,0.03,0.7,0.7
101,Michael Keane,eng ENG,DF,Everton,26,1993,28.4,2,13,4,30.8,0.46,0.14,0.15,0.5,6.9,0,0,0,1.7,1.7,0.13,0.3,0.3
102,Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,28.4,2,45,12,26.7,1.58,0.42,0.02,0.08,21.1,5,1,1,4.2,3.4,0.08,-2.2,-2.4
103,Alisson,br BRA,GK,Liverpool,26,1992,28.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
104,Philip Billing,dk DEN,MF,Bournemouth,23,1996,28.1,1,34,8,23.5,1.21,0.28,0.03,0.13,19,1,0,0,2.5,2.5,0.07,-1.5,-1.5
105,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,28.1,1,23,5,21.7,0.82,0.18,0.04,0.2,11.2,0,0,0,1.8,1.8,0.08,-0.8,-0.8
106,Dale Stephens,eng ENG,MF,Brighton,30,1989,28.1,0,18,2,11.1,0.64,0.07,0,0,24.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
107,John Fleck,sct SCO,MF,Sheffield Utd,27,1991,28,5,32,12,37.5,1.14,0.43,0.16,0.42,19.3,0,0,0,3.6,3.6,0.11,1.4,1.4
108,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
109,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28,3,17,5,29.4,0.61,0.18,0.18,0.6,18.9,0,0,0,1.1,1,0.06,1.9,2
110,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,27.9,3,26,5,19.2,0.93,0.18,0.08,0.4,21,3,1,1,2.4,1.6,0.06,0.6,0.4
111,Luka Milivojevi?,rs SRB,MF,Crystal Palace,28,1991,27.9,3,29,7,24.1,1.04,0.25,0.03,0.14,27.7,11,2,2,2.5,1,0.03,0.5,0
112,Nathan Aké,nl NED,DF,Bournemouth,24,1995,27.8,2,24,7,29.2,0.86,0.25,0.08,0.29,9.7,0,0,0,2.4,2.4,0.1,-0.4,-0.4
113,Todd Cantwell,eng ENG,"FW,MF",Norwich City,21,1998,27.7,6,42,16,38.1,1.52,0.58,0.14,0.38,15.7,0,0,0,5.8,5.8,0.14,0.2,0.2
114,Craig Cathcart,nir NIR,DF,Watford,30,1989,27.6,0,2,1,50,0.07,0.04,0,0,8,0,0,0,0.3,0.3,0.15,-0.3,-0.3
115,Rodri,es ESP,MF,Manchester City,23,1996,27.6,3,24,9,37.5,0.87,0.33,0.13,0.33,18.8,0,0,0,1,1,0.04,2,2
116,Son Heung-min,kr KOR,"FW,MF",Tottenham,27,1992,27.5,11,81,39,48.1,2.94,1.42,0.14,0.28,16.6,1,0,1,8.9,8,0.1,2.1,3
117,Emi Buendía,ar ARG,"FW,MF",Norwich City,22,1996,27.4,1,40,11,27.5,1.46,0.4,0.03,0.09,22.1,10,0,0,2.2,2.2,0.05,-1.2,-1.2
118,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,5,44,11,25,1.61,0.4,0.11,0.45,16.9,0,0,0,5.2,5.2,0.12,-0.2,-0.2
119,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,2,14,4,28.6,0.51,0.15,0.14,0.5,14.8,0,0,0,2.4,2.4,0.17,-0.4,-0.4
120,Jack Stephens,eng ENG,DF,Southampton,25,1994,27.2,1,6,1,16.7,0.22,0.04,0.17,1,8.6,0,0,0,0.7,0.7,0.12,0.3,0.3
121,Chris Wood,nz NZL,FW,Burnley,27,1991,27.1,14,64,28,43.8,2.36,1.03,0.2,0.46,10.2,0,1,1,13,12.2,0.19,1,0.8
